psu,StudentLoginID,Q1,Q2,Q3,Q5A,Q5B,Q5C,Q5D,Q5E,Q6,Q7,Q8,Q34,Q35,Q77,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96
487518,12743,7,2,4,,,,,1,2,.S,.S,1,7,1,4,1,4,4,5,4,5,4
487518,12744,6,1,4,,,,,1,2,.S,.S,2,.S,1,3,1,5,2,3,1,4,2
487518,12745,6,2,4,,,,,1,2,.S,.S,2,.S,2,2,1,3,2,2,1,2,2
487518,12748,7,1,4,,,,,1,2,.S,.S,1,7,1,3,3,4,3,4,1,5,2
487518,12749,7,1,4,,,,,1,2,.S,.S,2,.S,3,3,1,3,3,4,1,3,4
487518,12751,7,1,5,,,,,1,2,.S,.S,2,.S,1,4,4,4,4,4,3,4,4
487518,12753,7,1,5,,,,,1,2,.S,.S,2,.S,2,2,2,4,2,2,2,.N,2
487518,12754,8,1,5,,,1,,,2,.S,.S,2,.S,1,6,6,3,6,6,1,3,6
487518,12756,7,2,5,.N,.N,.N,.N,.N,1,7,2,1,7,1,3,2,4,2,5,1,4,2
487518,12757,8,2,5,,,,,1,2,.S,.S,1,8,1,4,4,6,5,6,5,6,5
487518,12758,8,1,5,,,,,1,2,.S,.S,2,.S,1,6,6,1,2,6,2,2,2
487518,12759,7,2,5,,,,,1,2,.S,.S,2,.S,1,4,1,6,3,4,1,4,4
487518,12761,9,2,5,,,,,1,2,.S,.S,2,.S,2,4,4,5,2,2,2,2,2
487518,12762,8,1,4,,1,,,,2,.S,.S,1,9,1,4,3,6,3,4,1,6,3
487518,12763,9,1,6,,,,,1,2,.S,.S,2,.S,1,2,1,2,2,4,1,4,4
487518,12764,7,1,5,1,,,,,2,.S,.S,2,.S,2,4,3,3,.N,4,4,3,3
487518,12765,7,2,5,,,,,1,2,.S,.S,2,.S,1,3,3,.N,2,3,3,5,4
487518,12767,8,2,5,,,,,1,2,.S,.S,1,9,3,4,4,5,3,4,4,5,4
487518,12768,8,2,5,,,,,1,2,.S,.S,2,.S,2,3,3,3,3,4,4,4,3
487518,12769,7,2,5,,,1,,,2,.S,.S,1,7,2,3,3,2,2,2,1,2,2
487518,12770,7,1,5,,,,,1,2,.S,.S,2,.S,3,.N,.N,.N,.N,.N,.N,.N,.N
487518,12772,8,2,5,,,,,1,2,.S,.S,2,.S,1,4,4,4,5,3,4,3,4
487518,12773,7,.N,5,,,,,1,1,1,1,2,.S,1,4,1,4,3,2,1,4,3
487518,12775,7,2,5,,,,,1,2,.S,.S,2,.S,1,5,4,5,4,5,5,5,4
487518,12776,8,2,5,,,,,1,2,.S,.S,2,.S,2,4,4,5,4,4,4,5,4
487518,12777,8,2,5,1,,,,1,2,.S,.S,2,.S,1,.N,.N,6,3,.N,.N,6,.N
487518,12778,8,2,5,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,4,4,1,4,4,4,1,4
487518,12780,8,1,5,,,,,1,2,.S,.S,1,6,1,3,1,3,3,4,1,5,3
487518,12784,9,2,6,,,,,1,1,3,6,1,9,3,3,2,1,1,6,1,3,4
487518,12785,7,1,5,,,,,1,2,.S,.S,1,8,1,4,1,1,4,3,1,1,4
487518,12786,9,1,6,,,,,1,2,.S,.S,1,9,1,4,4,4,3,4,2,4,2
487518,12787,8,1,6,1,,,,1,1,8,1,1,8,3,3,2,6,2,2,3,6,2
487518,12788,8,1,6,,,1,,1,2,.S,.S,1,9,1,4,4,5,3,4,3,4,2
487518,12789,9,2,6,,,,,1,2,.S,.S,2,.S,3,5,5,6,4,6,3,6,3
487518,12790,8,2,6,,,,,1,2,.S,.S,1,9,1,2,2,6,2,3,2,6,2
487518,12791,8,1,6,,,,,1,2,.S,.S,2,.S,3,3,1,4,2,3,1,4,2
487518,12792,8,1,6,,,1,,,1,9,1,1,7,1,3,3,5,2,4,4,5,3
487518,12793,8,1,6,1,,,,,2,.S,.S,2,.S,1,3,1,4,3,5,4,3,3
487518,12795,8,2,6,,,,,1,2,.S,.S,2,.S,1,3,2,5,3,4,2,3,3
487518,12796,9,1,6,,,,,1,1,9,1,1,8,2,3,1,2,2,3,1,5,2
487518,12797,8,2,6,,1,,,,2,.S,.S,1,4,1,3,3,5,2,5,4,5,3
487518,12798,9,1,6,,,1,,1,2,.S,.S,2,.S,2,3,2,4,4,3,2,4,4
487518,12799,9,1,6,,,,,1,1,9,2,1,9,2,2,1,3,3,4,1,6,3
487518,12800,9,1,6,,,,,1,2,.S,.S,2,.S,1,3,3,6,3,3,3,6,3
487518,12801,9,1,6,,,1,,,2,.S,.S,2,.S,1,4,2,6,2,6,3,6,2
487518,12802,10,2,6,,,,,1,2,.S,.S,2,.S,1,3,1,5,1,3,1,5,1
487518,12803,9,1,6,,,,,1,2,.S,.S,2,.S,2,4,4,5,4,4,3,5,3
487518,12804,8,2,6,,,,,1,2,.S,.S,2,.S,1,6,1,5,5,4,1,4,4
487518,12805,8,2,6,,,,,1,2,.S,.S,1,9,2,4,1,5,5,5,1,5,5
487518,12806,9,1,6,,,1,,,1,10,1,1,9,2,2,2,4,2,2,2,3,2
487518,12807,9,2,6,,,,,1,2,.S,.S,2,.S,1,4,1,4,3,3,1,5,3
487518,12808,9,2,6,,,,,1,1,9,1,1,9,2,4,1,6,2,4,1,4,2
487518,12809,9,1,6,,,,,1,2,.S,.S,1,9,1,3,1,4,2,2,1,4,2
487518,12810,9,1,6,,,,,1,2,.S,.S,2,.S,1,2,3,4,2,3,2,3,2
487518,12811,9,1,6,,,,,1,2,.S,.S,2,.S,1,3,3,5,2,3,3,2,2
487518,12812,8,2,6,,,,,1,2,.S,.S,1,8,1,4,1,3,2,4,1,2,2
487518,12814,9,1,7,,,,,1,2,.S,.S,2,.S,2,3,3,4,5,3,2,4,4
487518,12816,10,2,7,,1,1,,,2,.S,.S,2,.S,2,2,2,6,4,6,3,6,4
487518,12817,9,1,7,,,,,1,2,.S,.S,2,.S,2,5,4,6,4,6,6,6,6
487518,12819,10,1,7,,1,1,,,1,1,7,1,1,3,1,.N,3,2,6,6,5,2
487518,12820,9,1,7,,,,,1,2,.S,.S,2,.S,2,4,1,3,3,4,1,4,3
487518,12822,9,2,7,,,,,1,2,.S,.S,1,9,.N,3,2,5,3,4,3,3,4
487518,12824,10,2,7,,1,,,1,2,.S,.S,2,.S,1,3,1,5,3,4,1,5,3
487518,12825,10,1,7,,,,,1,1,9,7,1,9,1,5,3,5,2,1,1,5,3
487518,12826,9,1,7,,,1,,,2,.S,.S,1,7,1,1,1,.N,1,1,1,3,1
487518,12828,10,1,7,,1,,,,2,.S,.S,2,.S,2,1,1,1,1,1,1,1,1
487518,12830,10,1,7,,,1,,,2,.S,.S,2,.S,2,2,2,2,2,2,2,2,.N
487518,12832,10,2,7,,,,,1,2,.S,.S,2,.S,3,2,1,1,1,1,1,.N,1
487518,12833,9,1,7,,,1,,,1,1,7,1,1,.N,.N,.N,.N,.N,.N,.N,.N,.N
487518,12834,10,2,7,,,,,1,2,.S,.S,2,.S,3,2,2,2,2,2,2,2,2
487518,12835,11,1,7,,,,,1,1,5,1,1,9,2,3,3,3,4,5,3,5,3
487518,12836,9,2,7,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,4,3,4,5,5,4,5,4
487518,12838,9,2,7,,,,,1,2,.S,.S,1,10,.N,2,2,.N,2,2,2,2,3
487518,12840,10,2,7,,,1,,,2,.S,.S,2,.S,1,2,1,4,2,2,1,2,2
487518,12841,10,1,7,,,,,1,1,11,3,1,10,3,6,6,6,6,2,1,4,2
487518,12842,9,2,7,,,,,1,2,.S,.S,1,7,2,1,6,3,1,6,1,5,1
487518,12843,10,1,7,1,,,,,2,.S,.S,1,9,2,4,1,1,2,3,1,6,2
487518,12844,11,1,7,,1,,,,2,.S,.S,2,.S,1,3,3,3,3,3,3,3,3
487518,12845,1,1,1,1,1,,,,1,1,7,1,1,2,3,4,4,3,3,2,5,1
487518,18070,8,2,5,,,,,1,2,.S,.S,1,6,2,3,3,3,2,6,3,2,4
487518,18077,8,1,6,,,,,1,1,8,5,1,8,1,2,2,6,2,2,2,6,2
487518,18085,9,.N,6,,,1,,,1,6,1,1,7,1,3,4,4,4,4,2,2,2
487518,18086,7,2,5,,,,,1,1,6,7,1,5,3,6,5,4,6,4,3,4,.N
487518,18093,9,1,6,,,,,1,2,.S,.S,1,10,1,5,1,5,5,4,4,5,5
487518,10199,4,2,1,,,,,1,2,.S,.S,2,.S,3,3,1,4,3,3,2,4,2
487518,10200,3,2,1,,,,,1,2,.S,.S,2,.S,1,3,1,6,2,2,1,6,2
487518,10201,3,1,1,,,,,1,2,.S,.S,2,.S,3,3,4,5,3,3,1,3,3
487518,10203,4,1,1,,,,,1,2,.S,.S,2,.S,1,2,1,5,2,2,1,2,2
487518,10204,3,1,1,1,,,,,2,.S,.S,2,.S,3,4,3,5,3,4,4,4,3
487518,10207,3,2,1,,,1,,,2,.S,.S,2,.S,1,4,5,6,3,3,4,6,3
487518,10208,3,2,1,,,1,,,2,.S,.S,2,.S,1,3,6,6,4,4,6,5,3
487518,10209,3,2,1,,,,,1,2,.S,.S,2,.S,1,5,5,5,4,4,5,4,3
487518,10210,4,1,1,,,,,1,2,.S,.S,2,.S,1,3,1,1,2,2,1,1,2
487518,10211,3,1,1,1,,,,,2,.S,.S,2,.S,3,3,4,6,2,3,4,6,2
487518,10212,4,2,1,,,,,1,2,.S,.S,2,.S,2,2,1,2,2,2,1,2,2
487518,10215,3,2,1,,,,,1,2,.S,.S,2,.S,1,4,4,5,2,4,3,4,2
487518,10216,4,2,1,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,4,1,3,3,4,1,3,3
487518,10218,3,2,1,,,,,1,2,.S,.S,2,.S,1,2,1,2,2,2,1,2,2
487518,10219,4,1,1,,,,,1,2,.S,.S,2,.S,1,4,1,3,4,4,1,5,5
487518,10220,4,2,1,,,1,,,2,.S,.S,2,.S,3,4,1,6,4,3,1,4,3
487518,10223,4,2,1,,,,,1,2,.S,.S,2,.S,1,2,1,2,2,2,1,2,2
487518,10224,3,1,1,,,,,1,2,.S,.S,2,.S,3,3,1,6,2,4,1,6,2
487518,10226,4,1,1,,,,,1,2,.S,.S,2,.S,1,4,4,5,3,3,3,4,5
487518,10227,3,2,1,,,,,1,2,.S,.S,2,.S,1,3,3,4,2,2,3,4,2
487518,10228,3,1,1,,,1,,,2,.S,.S,2,.S,1,2,1,6,2,4,1,6,2
487518,10231,5,2,1,,,,,1,2,.S,.S,2,.S,2,3,4,5,3,3,1,5,1
487518,10232,4,2,1,1,,,,,2,.S,.S,2,.S,1,4,3,6,2,5,2,3,4
487518,10234,5,2,2,,,,,1,2,.S,.S,2,.S,1,3,4,5,2,3,3,4,2
487518,10236,5,1,2,,1,,,,2,.S,.S,2,.S,2,2,2,5,2,2,2,2,2
487518,10238,4,2,2,,,,,1,2,.S,.S,1,5,2,4,1,6,4,3,1,6,3
487518,10239,5,1,2,,1,1,,,2,.S,.S,2,.S,1,2,1,5,2,3,1,6,2
487518,10240,4,1,2,1,,,,,2,.S,.S,2,.S,1,4,1,4,3,4,1,5,3
487518,10241,5,2,2,1,,,,1,2,.S,.S,2,.S,1,3,2,3,2,4,3,4,3
487518,10242,4,1,2,,,,,1,2,.S,.S,2,.S,3,3,1,4,2,4,1,2,2
487518,10244,4,2,2,,,,,1,2,.S,.S,2,.S,3,2,1,4,2,2,1,4,2
487518,10246,4,1,2,,,,,1,2,.S,.S,2,.S,1,3,1,6,2,6,1,6,4
487518,10247,4,2,2,,1,,,,2,.S,.S,2,.S,3,4,1,4,4,4,1,4,4
487518,10248,5,1,2,1,,1,,,2,.S,.S,2,.S,3,2,1,2,2,2,2,2,2
487518,10249,4,1,2,,,,,1,2,.S,.S,1,5,1,3,3,3,2,5,4,6,4
487518,10250,5,1,2,,,,,1,2,.S,.S,1,5,1,4,3,5,3,3,4,4,4
487518,10252,4,2,2,,,,,1,2,.S,.S,2,.S,1,4,1,5,3,5,6,4,3
487518,10254,5,1,2,,,,,1,2,.S,.S,2,.S,1,4,1,3,2,2,1,2,2
487518,10255,4,2,2,,,,,1,2,.S,.S,2,.S,2,3,3,4,3,3,3,4,3
487518,10256,5,2,2,,,,,1,2,.S,.S,2,.S,2,4,1,5,3,4,1,4,3
487518,10257,4,2,2,,,,,1,2,.S,.S,2,.S,1,4,4,6,5,5,4,6,5
487518,10258,4,2,2,,,,,1,2,.S,.S,2,.S,1,4,1,5,1,4,1,4,1
487518,10260,4,2,2,,,,,1,2,.S,.S,2,.S,3,3,3,4,3,2,4,4,3
487518,10262,6,1,3,,,1,,,2,.S,.S,2,.S,1,4,5,5,5,5,5,5,5
487518,10264,6,1,3,,,,,1,2,.S,.S,1,7,2,5,1,1,3,3,1,2,3
487518,10265,6,1,3,1,,,,,2,.S,.S,2,.S,3,4,1,3,3,3,1,3,3
487518,10266,6,1,3,,,,,1,2,.S,.S,2,.S,1,5,5,6,3,5,5,6,3
487518,10268,5,1,3,,,,,1,2,.S,.S,2,.S,1,2,3,6,2,4,4,5,3
487518,10269,6,2,3,1,,,,,2,.S,.S,1,7,1,2,3,6,3,2,3,5,2
487518,10270,6,2,3,,,,,1,2,.S,.S,1,6,3,3,2,4,4,2,2,4,3
487518,10272,5,2,3,,,,,1,2,.S,.S,2,.S,1,3,1,4,2,6,1,5,4
487518,10273,5,1,3,,1,,,,2,.S,.S,2,.S,2,5,1,6,4,5,1,6,6
487518,10274,5,2,3,,,,,1,2,.S,.S,2,.S,1,4,1,5,2,4,1,5,2
487518,10276,5,2,3,,,,1,,2,.S,.S,2,.S,1,2,2,3,2,2,2,3,2
487518,10277,5,2,3,,,,,1,2,.S,.S,1,6,1,5,3,3,2,5,2,4,2
487518,10278,6,1,3,,,,,1,2,.S,.S,2,.S,2,3,3,4,3,4,3,5,3
487518,10281,5,2,3,,,,,1,2,.S,.S,2,.S,1,2,1,5,2,4,1,4,2
487518,10282,5,1,3,,,,,1,2,.S,.S,2,.S,1,4,4,5,3,4,3,5,3
487518,10283,6,1,3,,,,,1,2,.S,.S,1,6,1,2,1,5,3,3,1,5,3
487518,10284,6,2,3,,,,,1,2,.S,.S,2,.S,3,3,1,5,2,4,1,4,2
487518,10285,6,1,3,,,,,1,1,2,3,1,6,3,3,1,5,2,3,1,5,2
487518,10286,5,2,3,,,,,1,2,.S,.S,1,5,1,4,1,6,2,6,1,6,5
487177,16633,3,2,1,,,,,1,2,.S,.S,2,.S,2,3,1,2,2,3,1,2,2
487177,16635,4,1,1,,,,,1,2,.S,.S,2,.S,1,3,1,5,2,4,3,6,3
487177,16636,4,2,1,,1,,,,2,.S,.S,2,.S,3,2,3,4,2,2,2,4,2
487177,16638,3,2,1,,,,,1,2,.S,.S,2,.S,1,3,1,2,2,2,1,2,2
487177,16639,4,2,1,,,,,1,2,.S,.S,2,.S,1,4,1,5,5,6,1,5,3
487177,16641,4,1,1,,,,,1,2,.S,.S,2,.S,1,4,1,4,3,2,1,2,2
487177,16642,4,1,1,,,,,1,2,.S,.S,2,.S,1,4,1,4,3,3,1,4,2
487177,16643,3,2,1,,,,,1,2,.S,.S,2,.S,1,3,1,3,2,3,1,3,2
487177,16644,4,1,1,,1,,,,2,.S,.S,2,.S,1,3,2,4,2,3,2,2,2
487177,16646,4,1,1,,,,,1,2,.S,.S,2,.S,1,3,1,4,4,3,1,5,3
487177,16647,3,1,1,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,3,1,2,2,2,1,2,2
487177,16651,3,1,1,,,,,1,2,.S,.S,2,.S,1,3,3,6,2,3,1,4,2
487177,16652,4,1,1,,,,,1,2,.S,.S,2,.S,1,5,3,4,3,4,2,3,2
487177,16654,3,2,1,,,,,1,2,.S,.S,2,.S,2,2,1,3,2,2,2,2,2
487177,16655,3,1,1,,1,,,,2,.S,.S,2,.S,3,3,2,3,2,3,1,3,3
487177,16659,3,2,1,,,,,1,2,.S,.S,2,.S,3,3,3,3,2,2,2,3,2
487177,16660,4,2,1,,,,,1,2,.S,.S,2,.S,1,4,3,5,4,6,5,6,5
487177,16662,4,2,1,,,,,1,2,.S,.S,2,.S,1,4,1,2,2,4,1,2,2
487177,16666,4,2,1,,1,,,,2,.S,.S,2,.S,3,3,2,3,1,2,2,2,1
487177,16667,4,2,1,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,3,1,3,2,2,1,3,2
487177,25520,7,1,4,,,,,1,2,.S,.S,2,.S,2,2,2,2,2,4,4,2,2
487177,25521,7,1,4,,,1,,,2,.S,.S,2,.S,1,3,4,3,3,1,1,3,1
487177,25523,9,1,1,,,1,,,2,.S,.S,2,.S,.N,.N,.N,.N,.N,.N,.N,.N,.N
487177,25524,8,2,5,.N,.N,.N,.N,.N,1,6,5,1,9,3,4,3,5,2,3,1,2,2
487177,25527,7,1,4,,,1,,,2,.S,.S,2,.S,2,2,1,3,3,2,1,2,2
487177,25528,8,1,5,,,1,,,2,.S,.S,2,.S,1,3,3,3,3,3,3,3,3
487177,25531,8,1,4,,,,,1,2,.S,.S,1,6,1,2,1,2,2,2,2,2,2
487177,25532,6,2,4,.N,.N,.N,.N,.N,2,.S,.S,1,7,2,3,1,1,1,3,1,1,1
487177,25533,7,2,4,.N,.N,.N,.N,.N,2,.S,.S,1,8,1,3,3,5,3,3,2,3,3
487177,25535,3,.N,3,1,1,,,1,1,9,3,1,9,1,2,2,3,1,2,3,2,2
487177,25536,7,1,4,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,4,1,.N,.N,.N,.N,.N,3
487177,25539,8,2,5,,,,,1,2,.S,.S,2,.S,1,4,4,4,4,3,3,4,3
487177,25540,7,1,4,,,1,,,1,1,7,1,6,1,2,2,2,2,2,.N,5,2
487177,25541,8,1,5,,1,,,,2,.S,.S,.N,12,2,2,3,.N,4,4,3,3,2
487177,25543,6,1,4,,1,,1,,2,.S,.S,2,.S,1,2,2,4,2,2,1,1,2
487177,25548,6,2,4,.N,.N,.N,.N,.N,2,.S,.S,1,7,1,3,.N,.N,2,4,4,4,2
487177,25551,7,1,4,,,,,1,2,.S,.S,2,.S,1,3,1,4,3,3,1,4,4
487177,25553,9,.N,6,.N,.N,.N,.N,.N,2,.S,.S,1,9,1,4,5,2,3,4,4,.N,2
487177,25555,7,2,5,1,,,,,2,.S,.S,1,8,1,3,1,3,6,4,1,3,3
487177,25556,8,1,5,,,1,,,2,.S,.S,2,.S,1,2,3,3,2,2,1,2,2
487177,25558,9,2,6,,,,,1,2,.S,.S,2,.S,3,5,1,6,5,3,1,5,3
487177,25559,7,2,7,,,1,,,2,.S,.S,2,.S,2,6,6,6,6,6,6,6,6
487177,25560,7,2,5,,,,,1,1,7,2,1,7,3,2,2,.N,2,2,2,2,3
487177,25561,8,1,5,1,,,,,2,.S,.S,2,.S,1,5,1,5,3,4,1,4,3
487177,25564,7,1,5,1,,,,1,2,.S,.S,2,.S,1,2,1,6,2,2,1,4,2
487177,25566,7,2,5,,,1,,,2,.S,.S,2,.S,3,4,4,3,4,3,3,3,3
487177,25567,10,1,5,,,1,,,2,.S,.S,1,10,2,2,2,.N,.Z,.Z,.Z,.Z,.Z
487177,25568,8,2,5,1,1,1,1,1,2,.S,.S,2,.S,3,3,5,1,6,6,6,6,6
487177,25569,7,1,5,,,1,,,2,.S,.S,2,.S,1,4,1,4,3,4,1,3,2
487177,25570,7,1,5,,,,,1,2,.S,.S,2,.S,1,3,1,3,2,2,1,2,2
487177,25572,8,2,5,,,1,,,2,.S,.S,2,.S,1,2,2,5,2,4,4,3,3
487177,25574,8,1,5,,,,,1,2,.S,.S,2,.S,3,2,1,1,2,2,1,1,2
487177,25578,7,2,5,,,,,1,1,6,3,1,5,2,4,1,5,1,4,1,5,4
487177,25582,7,1,5,,,1,,,2,.S,.S,2,.S,1,4,4,3,3,4,3,2,3
487177,25583,8,2,5,,,1,,,2,.S,.S,1,8,1,3,3,2,4,3,1,3,4
487177,25584,7,2,5,,,,,1,2,.S,.S,2,.S,3,4,3,3,4,3,3,4,3
487177,25585,8,2,4,.N,.N,.N,.N,.N,2,.S,.S,2,.S,.Z,.Z,.Z,.Z,.Z,.Z,.Z,.Z,.Z
487177,25586,8,2,5,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,4,1,5,3,5,4,3,4
487177,25588,8,2,5,1,,,,,2,.S,.S,2,.S,3,3,2,2,2,2,2,3,3
487177,25590,9,2,6,,,1,,,2,.S,.S,2,.S,3,3,1,6,3,3,1,6,3
487177,25591,11,1,7,,1,,,,2,.S,.S,2,.S,2,1,1,1,1,1,1,1,1
487177,25593,9,1,6,,,1,,,2,.S,.S,1,3,2,1,4,4,2,4,4,3,6
487177,25594,8,1,6,.N,.N,.N,.N,.N,1,9,1,1,8,2,1,1,1,1,1,1,.N,.N
487177,25595,9,2,6,,,,,1,2,.S,.S,1,9,1,3,3,3,4,4,4,4,4
487177,25598,9,1,6,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,5,6,6,6,6,6,6,6
487177,25599,9,1,6,,,,1,,2,.S,.S,1,9,3,1,1,2,1,1,1,2,1
487177,25601,9,1,6,,,,,1,2,.S,.S,2,.S,2,2,2,1,2,2,1,1,2
487177,25603,9,1,6,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,3,1,3,1,1,1,1,1
487177,25605,9,2,6,,,1,,,1,5,1,1,9,3,4,3,5,2,6,6,6,2
487177,25606,8,2,6,,,1,,,1,9,3,1,9,1,3,4,3,5,4,3,2,5
487177,25607,9,1,6,1,,,,,2,.S,.S,2,.S,1,4,4,6,1,4,4,3,2
487177,25609,10,1,7,.N,.N,.N,.N,.N,2,.S,.S,2,.S,2,2,1,3,1,3,4,4,1
487177,25611,9,2,6,,1,,,,2,.S,.S,2,.S,3,2,1,5,2,4,4,5,2
487177,25613,8,1,6,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,5,4,4,4,5,4,4,4
487177,25614,9,1,6,,,,,1,1,7,1,1,8,2,2,2,2,3,2,2,2,2
487177,25615,8,2,6,.N,.N,.N,.N,.N,2,.S,.S,2,.S,2,3,1,4,3,3,1,1,1
487177,25617,9,2,6,,,1,,,2,.S,.S,2,.S,1,6,1,5,3,6,6,6,6
487177,25619,8,1,6,,,1,,,2,.S,.S,2,.S,1,4,6,4,2,6,5,3,4
487177,25621,9,2,6,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,2,3,4,2,3,2,4,2
487177,25623,9,2,6,.N,.N,.N,.N,.N,1,7,3,1,10,1,4,.N,.N,.N,.N,.N,.N,.N
487177,25625,9,2,7,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,3,1,4,2,3,1,3,2
487177,25626,9,2,7,,,1,,,2,.S,.S,2,.S,3,4,1,4,3,2,1,2,2
487177,25628,10,2,7,.N,.N,.N,.N,.N,2,.S,.S,2,.S,3,4,4,4,3,4,4,4,4
487177,25629,10,1,7,,,1,,,1,10,1,1,11,1,3,1,1,3,4,1,5,3
487177,25630,10,2,7,.N,.N,.N,.N,.N,2,.S,.S,1,11,3,5,4,5,3,3,1,5,4
487177,25633,9,2,7,.N,.N,.N,.N,.N,2,.S,.S,2,.S,2,3,1,4,2,2,3,4,2
487177,25634,10,2,7,,,1,,,2,.S,.S,2,.S,3,4,1,6,3,4,1,4,2
487177,25636,9,2,7,1,,1,,,2,.S,.S,2,.S,3,6,.N,6,1,1,1,6,5
487177,25637,10,2,7,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,3,1,4,3,2,1,3,2
487177,25638,11,1,7,,,,,1,2,.S,.S,2,.S,1,3,4,4,3,3,3,4,3
487177,25639,11,1,7,.N,.N,.N,.N,.N,2,.S,.S,2,.S,.N,.N,.N,2,2,2,2,2,2
487177,25640,10,2,7,,,,,1,2,.S,.S,1,11,2,2,3,5,3,2,3,2,2
487177,25641,9,2,7,,,,,1,2,.S,.S,2,.S,1,5,3,5,3,6,3,6,6
487177,25644,9,2,7,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,3,2,3,2,3,3,4,2
487177,25645,9,2,7,,,1,,,2,.S,.S,2,.S,1,3,4,6,2,5,3,6,2
487177,25646,10,2,7,,,1,,,2,.S,.S,2,.S,1,3,3,5,4,3,3,3,3
487177,25647,10,1,7,,,1,,,2,.S,.S,2,.S,1,6,5,3,6,2,2,4,3
487177,25648,9,2,7,.N,.N,.N,.N,.N,2,.S,.S,1,8,1,6,3,4,3,5,3,3,2
487177,25649,11,.N,7,,,,1,,2,.S,.S,2,.S,1,1,1,4,2,2,2,2,2
487177,25650,11,1,7,,,,1,,2,.S,.S,2,.S,2,4,1,2,4,2,4,2,.N
487177,25652,10,1,7,,,1,,,2,.S,.S,1,5,2,3,2,2,2,5,1,2,4
487177,25653,10,1,7,,,,,1,2,.S,.S,1,11,2,3,1,3,2,2,1,3,2
487177,25656,9,2,7,,,,,1,2,.S,.S,2,.S,1,6,6,6,3,4,4,4,4
487177,25657,11,2,7,,,,,1,2,.S,.S,2,.S,3,2,2,2,3,3,3,4,3
487177,25658,9,2,7,,,1,,,2,.S,.S,2,.S,3,4,2,3,3,3,3,3,2
487177,25659,10,1,7,,,,,1,2,.S,.S,2,.S,2,1,2,4,2,4,2,4,2
487177,10878,5,2,2,,,,,1,2,.S,.S,2,.S,2,4,4,6,4,4,3,5,4
487177,10880,4,2,2,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,5,4,4,4,5,4,4,4
487177,10881,5,1,2,,,,,1,2,.S,.S,2,.S,1,4,1,4,2,4,1,4,2
487177,10882,4,1,2,,,1,,,2,.S,.S,2,.S,1,3,1,3,4,4,1,3,4
487177,10883,4,1,2,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,6,6,2,6,5,3,6,2
487177,10886,4,2,2,,,1,,,2,.S,.S,2,.S,1,4,1,5,2,4,1,5,3
487177,10888,4,1,2,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,2,1,3,2,2,1,3,2
487177,10889,5,2,2,,,,,1,2,.S,.S,2,.S,1,2,2,6,2,3,2,2,2
487177,10890,4,1,2,,,1,,,2,.S,.S,2,.S,1,4,1,5,2,3,1,4,2
487177,10891,5,1,2,,,,,1,2,.S,.S,2,.S,1,3,4,5,4,2,2,5,2
487177,10894,4,1,2,,,1,1,,2,.S,.S,2,.S,1,4,3,4,3,3,4,2,4
487177,10895,4,2,2,,,,,1,2,.S,.S,1,5,1,3,1,4,4,4,1,4,3
487177,10896,5,1,2,,,1,,,2,.S,.S,2,.S,3,3,3,6,4,3,3,.N,.N
487177,10897,4,2,2,,,1,,,2,.S,.S,2,.S,1,4,4,5,3,4,2,4,2
487177,10898,5,1,2,,,1,,,2,.S,.S,2,.S,1,2,2,3,2,4,2,4,2
487177,10899,4,2,2,,,,1,,2,.S,.S,2,.S,1,4,1,3,2,2,1,2,2
487177,10902,1,2,2,,,1,,,2,.S,.S,2,.S,1,3,1,5,3,2,1,2,2
487177,10904,5,1,2,,1,,,,2,.S,.S,2,.S,2,2,1,2,2,4,1,3,2
487177,10905,4,2,2,,,1,,,2,.S,.S,1,5,1,4,3,5,3,4,2,4,2
487177,10906,5,1,2,1,1,1,1,1,2,.S,.S,2,.S,1,3,1,6,2,3,1,4,2
487177,10907,5,2,2,,,,,1,2,.S,.S,1,6,1,4,4,5,3,4,5,5,3
487177,10908,5,1,2,,,1,,,2,.S,.S,2,.S,3,3,1,2,3,3,1,3,3
487177,10910,5,1,2,.N,.N,.N,.N,.N,2,.S,.S,2,.S,1,3,1,4,2,3,1,3,3
487177,10911,.N,2,2,,,1,,,2,.S,.S,2,.S,3,3,1,5,2,2,1,4,2
487177,10912,5,2,2,,,1,,,2,.S,.S,2,.S,1,3,1,6,2,4,1,5,3
